,Id/Reply-Id,User,Comment,Date,Likes,Reply To CommentId,Link,Filename
136,120,die_die_im_wald_wohnt,Mein Großvater wurde am 17.9.1942 in Sewastopol schwer verwundet. Jedes Jahr am 17.9. zur gleichen Uhrzeit hat er sich und uns daran erinnert. Am 17.9.2008 starb er im Alter von 85 Jahren. Das Jahr hat 365 Tage… 🤍,2021-08-23T10:56:13.000Z,6 likes,-,https://www.instagram.com/p/CS6MvKtD91X/,comments6008866202857888736.csv
160,139,die_deldum,"Mein Großvater ist am Ende des Krieges sehr jung eingezogen worden, er hat überlebt, seine Erfahrungen haben ihn als Alter Mann wieder eingeholt (und er hat sich echt einen Aluminium Hut gebastelt weil er Angst vor allem hatte). Mein anderer Opa ist jung genug gewesen zu Kriegsende. Aber er würde von seinem Elternhaus verstoßen, weil er mit einem Flüchtlingsmadel (meiner Oma, geflohen aus Polen) angebandelt hat. Sie hat 3 Jahre bei einer Familie gelebt die Geflüchtete/Vertriebene aufgenommen hat. Mit 13, mit der Tochter der Familie in einem Bett geschlafen. Sie ist jetzt 90 und muss immer lachen wenn Leute behaupten es wäre kein Platz oder Geld für Menschen in Not da.",2021-08-23T09:26:11.000Z,488 likes,-,https://www.instagram.com/p/CS6MvKtD91X/,comments6008866202857888736.csv
53,22-24,lavieenschokie,"@zuagroastebayrischeschwaebin

Hmmm ich denke wir haben einfach verschiedene Perspektiven. Es geht mir auch nicht darum recht zu haben, sondern diese Perspektiven zu weiten.

Diskriminierung hängt für mich sehr wohl auch mit Absicht und Nicht- Absicht und von ihrem bewusstem Einsatz ab. Und natürlich auch immer von der Person oder Gruppe die diskriminiert wird und deren Perspektive darauf.
Erst wenn ich Bewusstsein für etwas habe, kann ich es auch ändern. Dass viele Menschen damals absichtlich und ganz bewusst Diskriminierung von Anderen tolerierten, in Kauf nahmen oder sogar teilten, ist geschichtswissenschaftlicher Konsens.
Und es ist wichtig dort genau hinzuschauen und sich damit zu befassen wie es in einer Gesellschaft möglich war und immer noch ist.

Trotzdem aber gibt es auch Grauzonen. Mein Großvater der keinen Bezug zu Menschen anderer Hautfarbe hatte, sprach über diese so wie er es gehört hatte und wie er es nachprüfen konnte. Ist er deshalb ein Rassist weil er so sprach, oder ist das rassistisches Gedankengut. Und hier würde ich widersprechen, denn er starb als Widerstandskämpfer, sich einsetzend dafür dass alle Menschen egal welcher Herkunft gut leben konnten.

Es muss letzten Endes niemand der anderen Person zustimmen. Es kann auch stehen bleiben als das was es ist lebendige Diskussion.",2021-09-15T14:46:51.000Z,1 like,22,https://www.instagram.com/p/CTz0Bxnqoi1/,comments6367558600168361981.csv
11,12,humans_sucks_,"@ichbinsophiescholl, hey (Sophie😉), mein Großvater der jetzt- (1942) in deinem Alter ist, feiert heute seinen 21. Geburtstag... Ebenfalls an der Ostfront, weshalb ""feiern"" wohl nicht der richtige Ausdruck ist... Unglaublich für welchen Wahnsinn ( ""Vaterland"")] unsere jungen Männer dort regelrecht verbraten werden😢. Da kann man für Fritz und meinen Großvater (er heisst übrigens Hans😉) beten, obwohl ich selbst nicht einmal religiös bin. ❤️🙏🏻🖤",2021-05-19T17:58:35.000Z,1 like,-,https://www.instagram.com/p/CPBa7dTnZDz/,comments8984968377741028930.csv
67,29-39,fraunora.h,"@marschnerstephanie Das ist richtig. Und das ist ein guter Punkt. Sophie Scholl wäre übrigens auch schon jetzt verhaftet. Was sie hier sagt und zeigt würde komplett reichen. Ich kann zudem nicht bestimmen, was dieser Account ""darf"" oder nicht ""darf"". Aber als jemand, die sich mit historisch-politischer Bildung auseinandersetzt und familiäre Traumata der NS-Zeit aufarbeitet, darf ich sehr wohl kritisieren, in welcher Form das hier geschieht. Und zum Beispiel als Sophie Scholl auf Kommentare zu antworten halte ich für in höchstem Maße problematisch. Und das habe ich auch sachlich und fachlich begründet.
Und on top: Möglicherweise wird gerade jetzt eine ganz reale, junge Person verhaftet und eingesperrt, weil sie genau das macht, was hier gerade abgefeiert wird. So ganz in echt. Und möglicherweise wird diese Person das - genauso wie Sophie Scholl damals - nicht überleben. Und da hört für mich persönlich die Fiktion auf und fängt der Zynismus an. Ich als Enkelin eines Mannes, der ebenfalls durch die Nationalsozialisten ermordet wurde, halte das schlecht aus. Mein Großvater wurde erhängt. In den Blutnächten von Plötzensee. Googlen sie das gerne mal.",2021-05-19T15:50:40.000Z,18 likes,29,https://www.instagram.com/p/CPBa7dTnZDz/,comments8984968377741028930.csv
15,11,florianmmuth,Welches Buch von meinem Urgroßvater (Carl Muth) meinst Du denn?,2021-10-18T21:44:27.000Z,2 likes,-,https://www.instagram.com/p/CVKnoFvsEl1/,comments4087166086038836763.csv
6,7,madam.herpein,"Liebe Sophie, Hitler wird es schaffen den Krieg zu verlängern, aber er wird den Krieg verlieren und in einigen Jahren wird ein deutscher Fernsehsender eine Umfrage in Auftrag geben. Die Frage wird lauten wer die ""100 größten Deutschen"" waren. Auf Platz 1 wird der erste Bundeskanzler der Bundesrepublik Deutschland, einer Demokratie, sein. Auf Platz 2 ist Martin Luther und auf Platz 3 Karl Marx. Auf Platz 4 werden Hans und du sein. Du wirst auf dem Buchcover der wichtigsten Frauen der deutschen Geschichte abgebildet sein. Bei Rankings mit den bedeutendsten Frauen wirst du immer in den Top 10 genannt. Im Jahr 2015 wird es eine Forsaumfrage geben (gefragt werden Personen ab 14). Man wird nach den beliebtesten deutschen Frauen fragen. Du wirst auf Platz 1 genannt werden. Ihr werdet Vorbilder sein, auch in 100 Jahren noch. Mein Urgroßvater war bei der SS. Ich habe eure Flugblätter und demonstriere gegen neue Rechte. Es werden Plätze, Straßen und Schulen nach euch benannt werden. Euer Widerstand, eure Flugblätter, euer Mut - das alles wird Spuren hinterlassen. Denk bitte daran.",2022-01-22T16:13:43.000Z,10 likes,-,https://www.instagram.com/p/CY_3ns9soEJ/,comments651518198415348284.csv
18,19,gianna.libera9,"Ich habe einfach zwei solche Briefmarken (von meinen Urgroßvater). Ich überlege immer wenn ich sie sehe, ob ich sie nicht zerreißen sollte, mache es aber nie.",2021-07-21T14:11:48.000Z,2 likes,-,https://www.instagram.com/p/CRj6CR8MQa8/,comments2456712743245461563.csv
9,8,caaro.q,"Hallo Sophie, bei mir an der Wand hängt auch ein Bild von Wilhelm Geyer, eines seiner Blumenbilder. Er war nämlich mein Urgroßvater. LG:)",2021-11-19T22:05:05.000Z,1 like,-,https://www.instagram.com/p/CWdAirWsLAh/,comments345031416093530864.csv
72,50,gwen_gloeckchen,"Hallo Sophie! Das kleine knuddelige Fenster ist echt süß! Zu deiner Frage, bei mir hängen selbst gemalte Bilder und ein uraltes Ölgemälde vom Gemündener Schloss an den Wänden. Das Gemälde ist noch von den Eltern meines Großvater (Papas Seite), er ist in Gemünden/Hunsrück geboren! Liebe Grüße!❤️",2021-11-19T10:18:40.000Z,2 likes,-,https://www.instagram.com/p/CWdAirWsLAh/,comments345031416093530864.csv
276,241,d.r_e_wert,"Hätte gern meinen Großvater kennengelernt. Hau rein Sophie 👍🏻 Ach ja, die Frau meines Großvaters, meine Oma, hieß auch Sophie.",2021-05-08T16:48:03.000Z,1 like,-,https://www.instagram.com/p/COnXOjgHo4O/,comments-1380966327770057628.csv
78,79,schorschalbrecht,"So eine gute, würdige und wichtige Aktion! Mein Großvater Dieter Sattler versteckte Hans und Sophie nach nächtlichen „Malaktionen“ in der Ludwigstrasse.",2022-02-23T16:00:25.000Z,46 likes,-,https://www.instagram.com/p/CaUTx0csioE/,comments-3307411921241262376.csv
28,19-4,eileen_a_tieno,"@k_lschb_ch Mein Urgroßvater war bei der SS. Meine Urgroßmutter wusste, was er da getan hat. Sie hat das immer ""nett"" umschrieben mit ""er hat im Osten gearbeitet""... Ob die Menschen in Köln wussten, was in Ravensbrück passiert, kann man heute schwer sagen, aber unwahrscheinlich ist es nicht, dass nicht alle unwissend waren und zumindest die Menschen, die in der Nähe der KZs gelebt haben, wussten was da passiert.",2021-06-30T15:51:23.000Z,7 likes,19,https://www.instagram.com/p/CQvb607sC8F/,comments-6143990218264557167.csv
